"국가(대륙)별","상품군별","판매유형별","시점",데이터
"중동","기 타","면세점 이외","2017.1/4",140
"중동","기 타","면세점 이외","2017.2/4",94
"중동","기 타","면세점 이외","2017.3/4",116
"중동","기 타","면세점 이외","2017.4/4",136
"중동","기 타","면세점 이외","2018.1/4",106
"중동","기 타","면세점 이외","2018.2/4",95
"중동","기 타","면세점 이외","2018.3/4",89
"중동","기 타","면세점 이외","2018.4/4",110
"중동","기 타","면세점 이외","2019.1/4",109
"중동","기 타","면세점 이외","2019.2/4",168
"중동","기 타","면세점 이외","2019.3/4",77
"중동","기 타","면세점 이외","2019.4/4",92
"중동","기 타","면세점 이외","2020.1/4",134
"중동","기 타","면세점 이외","2020.2/4",129
"중동","기 타","면세점 이외","2020.3/4",146
"중동","기 타","면세점 이외","2020.4/4",124
"중동","기 타","면세점 이외","2021.1/4",117
"중동","기 타","면세점 이외","2021.2/4",131
"중동","기 타","면세점 이외","2021.3/4",137
"중동","기 타","면세점 이외","2021.4/4",43
"중동","기 타","면세점 이외","2022.1/4",11
"중동","기 타","면세점 이외","2022.2/4 p)",19
"중남미","컴퓨터 및 주변기기","면세점 이외","2017.1/4",84
"중남미","컴퓨터 및 주변기기","면세점 이외","2017.2/4",59
"중남미","컴퓨터 및 주변기기","면세점 이외","2017.3/4",131
"중남미","컴퓨터 및 주변기기","면세점 이외","2017.4/4",70
"중남미","컴퓨터 및 주변기기","면세점 이외","2018.1/4",56
"중남미","컴퓨터 및 주변기기","면세점 이외","2018.2/4",42
"중남미","컴퓨터 및 주변기기","면세점 이외","2018.3/4",54
"중남미","컴퓨터 및 주변기기","면세점 이외","2018.4/4",66
"중남미","컴퓨터 및 주변기기","면세점 이외","2019.1/4",56
"중남미","컴퓨터 및 주변기기","면세점 이외","2019.2/4",59
"중남미","컴퓨터 및 주변기기","면세점 이외","2019.3/4",58
"중남미","컴퓨터 및 주변기기","면세점 이외","2019.4/4",61
"중남미","컴퓨터 및 주변기기","면세점 이외","2020.1/4",42
"중남미","컴퓨터 및 주변기기","면세점 이외","2020.2/4",97
"중남미","컴퓨터 및 주변기기","면세점 이외","2020.3/4",154
"중남미","컴퓨터 및 주변기기","면세점 이외","2020.4/4",69
"중남미","컴퓨터 및 주변기기","면세점 이외","2021.1/4",58
"중남미","컴퓨터 및 주변기기","면세점 이외","2021.2/4",138
"중남미","컴퓨터 및 주변기기","면세점 이외","2021.3/4",106
"중남미","컴퓨터 및 주변기기","면세점 이외","2021.4/4",23
"중남미","컴퓨터 및 주변기기","면세점 이외","2022.1/4",0
"중남미","컴퓨터 및 주변기기","면세점 이외","2022.2/4 p)",0
"중남미","가전·전자·통신기기","면세점 이외","2017.1/4",282
"중남미","가전·전자·통신기기","면세점 이외","2017.2/4",374
"중남미","가전·전자·통신기기","면세점 이외","2017.3/4",436
"중남미","가전·전자·통신기기","면세점 이외","2017.4/4",257
"중남미","가전·전자·통신기기","면세점 이외","2018.1/4",208
"중남미","가전·전자·통신기기","면세점 이외","2018.2/4",160
"중남미","가전·전자·통신기기","면세점 이외","2018.3/4",229
"중남미","가전·전자·통신기기","면세점 이외","2018.4/4",264
"중남미","가전·전자·통신기기","면세점 이외","2019.1/4",237
"중남미","가전·전자·통신기기","면세점 이외","2019.2/4",240
"중남미","가전·전자·통신기기","면세점 이외","2019.3/4",203
"중남미","가전·전자·통신기기","면세점 이외","2019.4/4",299
"중남미","가전·전자·통신기기","면세점 이외","2020.1/4",184
"중남미","가전·전자·통신기기","면세점 이외","2020.2/4",238
"중남미","가전·전자·통신기기","면세점 이외","2020.3/4",257
"중남미","가전·전자·통신기기","면세점 이외","2020.4/4",233
"중남미","가전·전자·통신기기","면세점 이외","2021.1/4",179
"중남미","가전·전자·통신기기","면세점 이외","2021.2/4",155
"중남미","가전·전자·통신기기","면세점 이외","2021.3/4",133
"중남미","가전·전자·통신기기","면세점 이외","2021.4/4",63
"중남미","가전·전자·통신기기","면세점 이외","2022.1/4",0
"중남미","가전·전자·통신기기","면세점 이외","2022.2/4 p)",3
"중남미","소프트웨어","면세점 이외","2017.1/4",5
"중남미","소프트웨어","면세점 이외","2017.2/4",6
"중남미","소프트웨어","면세점 이외","2017.3/4",20
"중남미","소프트웨어","면세점 이외","2017.4/4",9
"중남미","소프트웨어","면세점 이외","2018.1/4",6
"중남미","소프트웨어","면세점 이외","2018.2/4",4
"중남미","소프트웨어","면세점 이외","2018.3/4",4
"중남미","소프트웨어","면세점 이외","2018.4/4",5
"중남미","소프트웨어","면세점 이외","2019.1/4",4
"중남미","소프트웨어","면세점 이외","2019.2/4",7
"중남미","소프트웨어","면세점 이외","2019.3/4",2
"중남미","소프트웨어","면세점 이외","2019.4/4",4
"중남미","소프트웨어","면세점 이외","2020.1/4",4
"중남미","소프트웨어","면세점 이외","2020.2/4",4
"중남미","소프트웨어","면세점 이외","2020.3/4",3
"중남미","소프트웨어","면세점 이외","2020.4/4",4
"중남미","소프트웨어","면세점 이외","2021.1/4",2
"중남미","소프트웨어","면세점 이외","2021.2/4",3
"중남미","소프트웨어","면세점 이외","2021.3/4",4
"중남미","소프트웨어","면세점 이외","2021.4/4",1
"중남미","소프트웨어","면세점 이외","2022.1/4",0
"중남미","소프트웨어","면세점 이외","2022.2/4 p)",0
"중남미","서 적","면세점 이외","2017.1/4",38
"중남미","서 적","면세점 이외","2017.2/4",24
"중남미","서 적","면세점 이외","2017.3/4",58
"중남미","서 적","면세점 이외","2017.4/4",66
"중남미","서 적","면세점 이외","2018.1/4",56
"중남미","서 적","면세점 이외","2018.2/4",90
"중남미","서 적","면세점 이외","2018.3/4",125
"중남미","서 적","면세점 이외","2018.4/4",136
"중남미","서 적","면세점 이외","2019.1/4",141
"중남미","서 적","면세점 이외","2019.2/4",184
"중남미","서 적","면세점 이외","2019.3/4",115
"중남미","서 적","면세점 이외","2019.4/4",206
"중남미","서 적","면세점 이외","2020.1/4",160
"중남미","서 적","면세점 이외","2020.2/4",3
"중남미","서 적","면세점 이외","2020.3/4",6
"중남미","서 적","면세점 이외","2020.4/4",19
"중남미","서 적","면세점 이외","2021.1/4",103
"중남미","서 적","면세점 이외","2021.2/4",68
"중남미","서 적","면세점 이외","2021.3/4",65
"중남미","서 적","면세점 이외","2021.4/4",130
"중남미","서 적","면세점 이외","2022.1/4",84
"중남미","서 적","면세점 이외","2022.2/4 p)",186
"중남미","사무·문구","면세점 이외","2017.1/4",4
"중남미","사무·문구","면세점 이외","2017.2/4",3
"중남미","사무·문구","면세점 이외","2017.3/4",189
"중남미","사무·문구","면세점 이외","2017.4/4",1
"중남미","사무·문구","면세점 이외","2018.1/4",1
"중남미","사무·문구","면세점 이외","2018.2/4",0
"중남미","사무·문구","면세점 이외","2018.3/4",1
"중남미","사무·문구","면세점 이외","2018.4/4",0
"중남미","사무·문구","면세점 이외","2019.1/4",0
"중남미","사무·문구","면세점 이외","2019.2/4",0
"중남미","사무·문구","면세점 이외","2019.3/4",0
"중남미","사무·문구","면세점 이외","2019.4/4",0
"중남미","사무·문구","면세점 이외","2020.1/4",0
"중남미","사무·문구","면세점 이외","2020.2/4",1
"중남미","사무·문구","면세점 이외","2020.3/4",1
"중남미","사무·문구","면세점 이외","2020.4/4",1
"중남미","사무·문구","면세점 이외","2021.1/4",0
"중남미","사무·문구","면세점 이외","2021.2/4",3
"중남미","사무·문구","면세점 이외","2021.3/4",11
"중남미","사무·문구","면세점 이외","2021.4/4",9
"중남미","사무·문구","면세점 이외","2022.1/4",2
"중남미","사무·문구","면세점 이외","2022.2/4 p)",6
"중남미","음반·비디오·악기","면세점 이외","2017.1/4",422
"중남미","음반·비디오·악기","면세점 이외","2017.2/4",398
"중남미","음반·비디오·악기","면세점 이외","2017.3/4",815
"중남미","음반·비디오·악기","면세점 이외","2017.4/4",787
"중남미","음반·비디오·악기","면세점 이외","2018.1/4",667
"중남미","음반·비디오·악기","면세점 이외","2018.2/4",906
"중남미","음반·비디오·악기","면세점 이외","2018.3/4",1332
"중남미","음반·비디오·악기","면세점 이외","2018.4/4",1422
"중남미","음반·비디오·악기","면세점 이외","2019.1/4",1107
"중남미","음반·비디오·악기","면세점 이외","2019.2/4",1594
"중남미","음반·비디오·악기","면세점 이외","2019.3/4",980
"중남미","음반·비디오·악기","면세점 이외","2019.4/4",1204
"중남미","음반·비디오·악기","면세점 이외","2020.1/4",1183
"중남미","음반·비디오·악기","면세점 이외","2020.2/4",1332
"중남미","음반·비디오·악기","면세점 이외","2020.3/4",1628
"중남미","음반·비디오·악기","면세점 이외","2020.4/4",2278
"중남미","음반·비디오·악기","면세점 이외","2021.1/4",1107
"중남미","음반·비디오·악기","면세점 이외","2021.2/4",1063
"중남미","음반·비디오·악기","면세점 이외","2021.3/4",1032
"중남미","음반·비디오·악기","면세점 이외","2021.4/4",855
"중남미","음반·비디오·악기","면세점 이외","2022.1/4",539
"중남미","음반·비디오·악기","면세점 이외","2022.2/4 p)",1468
"중남미","의류 및 패션 관련상품","면세점 이외","2017.1/4",151
"중남미","의류 및 패션 관련상품","면세점 이외","2017.2/4",151
"중남미","의류 및 패션 관련상품","면세점 이외","2017.3/4",302
"중남미","의류 및 패션 관련상품","면세점 이외","2017.4/4",158
"중남미","의류 및 패션 관련상품","면세점 이외","2018.1/4",139
"중남미","의류 및 패션 관련상품","면세점 이외","2018.2/4",123
"중남미","의류 및 패션 관련상품","면세점 이외","2018.3/4",156
"중남미","의류 및 패션 관련상품","면세점 이외","2018.4/4",158
"중남미","의류 및 패션 관련상품","면세점 이외","2019.1/4",151
"중남미","의류 및 패션 관련상품","면세점 이외","2019.2/4",157
"중남미","의류 및 패션 관련상품","면세점 이외","2019.3/4",112
"중남미","의류 및 패션 관련상품","면세점 이외","2019.4/4",124
"중남미","의류 및 패션 관련상품","면세점 이외","2020.1/4",114
"중남미","의류 및 패션 관련상품","면세점 이외","2020.2/4",107
"중남미","의류 및 패션 관련상품","면세점 이외","2020.3/4",142
"중남미","의류 및 패션 관련상품","면세점 이외","2020.4/4",251
"중남미","의류 및 패션 관련상품","면세점 이외","2021.1/4",154
"중남미","의류 및 패션 관련상품","면세점 이외","2021.2/4",185
"중남미","의류 및 패션 관련상품","면세점 이외","2021.3/4",177
"중남미","의류 및 패션 관련상품","면세점 이외","2021.4/4",95
"중남미","의류 및 패션 관련상품","면세점 이외","2022.1/4",49
"중남미","의류 및 패션 관련상품","면세점 이외","2022.2/4 p)",82
"중남미","스포츠·레저용품","면세점 이외","2017.1/4",97
"중남미","스포츠·레저용품","면세점 이외","2017.2/4",98
"중남미","스포츠·레저용품","면세점 이외","2017.3/4",58
"중남미","스포츠·레저용품","면세점 이외","2017.4/4",90
"중남미","스포츠·레저용품","면세점 이외","2018.1/4",117
"중남미","스포츠·레저용품","면세점 이외","2018.2/4",88
"중남미","스포츠·레저용품","면세점 이외","2018.3/4",86
"중남미","스포츠·레저용품","면세점 이외","2018.4/4",89
"중남미","스포츠·레저용품","면세점 이외","2019.1/4",90
"중남미","스포츠·레저용품","면세점 이외","2019.2/4",91
"중남미","스포츠·레저용품","면세점 이외","2019.3/4",60
"중남미","스포츠·레저용품","면세점 이외","2019.4/4",63
"중남미","스포츠·레저용품","면세점 이외","2020.1/4",49
"중남미","스포츠·레저용품","면세점 이외","2020.2/4",34
"중남미","스포츠·레저용품","면세점 이외","2020.3/4",51
"중남미","스포츠·레저용품","면세점 이외","2020.4/4",49
"중남미","스포츠·레저용품","면세점 이외","2021.1/4",31
"중남미","스포츠·레저용품","면세점 이외","2021.2/4",45
"중남미","스포츠·레저용품","면세점 이외","2021.3/4",29
"중남미","스포츠·레저용품","면세점 이외","2021.4/4",17
"중남미","스포츠·레저용품","면세점 이외","2022.1/4",0
"중남미","스포츠·레저용품","면세점 이외","2022.2/4 p)",1
"중남미","화장품","면세점 이외","2017.1/4",475
"중남미","화장품","면세점 이외","2017.2/4",479
"중남미","화장품","면세점 이외","2017.3/4",424
"중남미","화장품","면세점 이외","2017.4/4",472
"중남미","화장품","면세점 이외","2018.1/4",457
"중남미","화장품","면세점 이외","2018.2/4",452
"중남미","화장품","면세점 이외","2018.3/4",528
"중남미","화장품","면세점 이외","2018.4/4",647
"중남미","화장품","면세점 이외","2019.1/4",636
"중남미","화장품","면세점 이외","2019.2/4",667
"중남미","화장품","면세점 이외","2019.3/4",482
"중남미","화장품","면세점 이외","2019.4/4",638
"중남미","화장품","면세점 이외","2020.1/4",414
"중남미","화장품","면세점 이외","2020.2/4",170
"중남미","화장품","면세점 이외","2020.3/4",200
"중남미","화장품","면세점 이외","2020.4/4",170
"중남미","화장품","면세점 이외","2021.1/4",170
